MSTB_YN,WEQP_GRP_NM,AGE,AGRMT_EXPIR_REM_MTH_CNT
N,스마트3 STB(Android),0.4,0.0
N,스마트2 STB,0.3,0.3
N,UHD STB,0.5,0.0
N,STB,0.2,0.0
N,UHD STB,0.3,0.0
N,스마트3 STB(Android),0.5,0.6
Y,STB,0.3,0.0
Y,UHD STB,0.2,0.03
N,AI2 STB,0.5,0.8
N,AI2 STB,0.5,0.6
N,UHD STB,0.5,0.08
N,AI2 STB,0.5,0.5
N,AI2 STB,0.5,0.4
Y,UHD STB,0.5,0.0
Y,스마트2 STB,0.2,0.2
N,UHD STB,0.4,0.08
N,AI2 STB,0.7,0.0
N,UHD STB,0.5,0.0
N,STB,0.5,0.0
N,AI STB,0.5,0.08
N,스마트3 STB(Android),0.5,0.8
N,UHD STB,0.7,0.0
N,STB,0.5,0.0
N,스마트3 STB(Android),0.4,0.0
N,스마트3 STB(Android),0.5,0.6
N,UHD STB,0.5,0.0
N,STB,0.5,0.0
N,UHD STB,0.5,0.6
Y,UHD STB,0.4,0.1
N,UHD STB,0.5,0.0
Y,UHD STB,0.2,0.5
N,UHD STB,0.4,0.0
Y,AI2 STB,0.4,0.5
N,스마트3 STB(Android),0.4,0.0
N,AI STB,0.3,0.0
N,스마트3 STB(Android),0.3,0.9
N,UHD STB,0.4,0.2
N,AI2 STB,0.4,0.8
N,AI2 STB,0.3,0.7
N,AI STB,0.4,0.0
Y,STB,0.5,0.0
N,스마트3 STB(Android),0.4,0.5
N,UHD STB,0.4,0.0
N,UHD STB,0.3,0.8
N,UHD STB,0.5,0.0
N,AI STB,0.5,0.5
N,UHD STB,0.5,0.0
N,UHD STB,0.5,0.0
Y,UHD STB,0.5,0.8
N,AI2 STB,0.4,0.8
N,UHD STB,0.5,0.06
Y,UHD STB,0.5,0.4
Y,UHD STB,0.3,0.4
N,스마트 STB,0.5,0.0
N,AI STB,0.2,0.0
Y,UHD STB,0.5,0.0
N,AI2 STB,0.3,0.4
Y,STB,0.6,0.0
N,AI2 STB,0.3,0.4
N,STB,0.6,0.0
N,스마트3 STB(Android),0.5,0.8
N,UHD STB,0.4,0.0
N,AI2 STB,0.5,0.4
N,스마트3 STB(Android),0.3,0.5
Y,UHD STB,0.6,0.08
N,UHD STB,0.3,0.0
N,AI2 STB,0.3,0.6
N,스마트3 STB(Android),0.6,0.7
N,AI2 STB,0.4,0.5
N,UHD STB,0.6,0.8
N,AI2 STB,0.6,0.6
N,AI STB,0.3,0.2
N,STB,0.5,0.0
N,UHD4 STB(AOSP),0.6,0.0
N,UHD STB,0.3,0.0
Y,스마트 STB,0.6,0.0
Y,STB,0.3,0.0
N,UHD STB,0.3,0.08
N,AI2 STB,0.3,0.6
N,UHD STB,0.3,0.0
N,AI2 STB,0.4,0.4
N,AI2 STB,0.4,0.3
N,스마트3 STB(Android),0.4,0.4
N,UHD STB,0.5,0.0
N,UHD STB,0.4,0.0
N,UHD STB,0.4,0.0
Y,UHD STB,0.5,0.08
N,UHD STB,0.2,0.0
N,AI STB,0.5,0.9
N,UHD STB,0.5,0.08
Y,UHD STB,0.4,0.6
N,STB,0.5,0.0
N,UHD STB,0.5,0.0
N,UHD STB,0.5,0.0
N,AI STB,0.4,0.0
N,AI2 STB,0.7,0.9
N,UHD STB,0.4,0.0
N,UHD STB,0.5,0.0
N,UHD STB,0.4,0.0
N,스마트3 STB(Android),0.5,0.9
N,AI2 STB,0.5,0.6
N,스마트2 STB,0.4,0.2
N,스마트3 STB(Android),0.3,0.4
N,스마트3 STB(Android),0.4,0.0
N,스마트3 STB(Android),0.1,0.4
N,UHD STB,0.5,0.0
Y,UHD STB,0.4,0.0
N,UHD STB,0.5,0.03
N,UHD STB,0.2,0.0
N,UHD STB,0.4,0.0
N,스마트3 STB(Android),0.4,0.7
N,STB,0.5,0.0
Y,스마트3 STB(Android),0.5,0.0
Y,스마트3 STB(Android),0.4,0.8
N,AI STB,0.4,0.0
N,스마트3 STB(Android),0.4,0.0
N,스마트3 STB(Android),0.5,0.0
N,UHD STB,0.5,0.0
N,UHD STB,0.4,0.06
Y,UHD STB,0.5,0.0
N,AI2 STB,0.6,0.6
N,UHD STB,0.4,0.0
Y,스마트3 STB(Android),0.4,0.08
Y,UHD STB,0.3,0.2
N,AI2 STB,0.6,0.3
N,UHD STB,0.3,0.1
N,UHD STB,0.5,0.0
N,STB,0.3,0.0
Y,스마트2 STB,0.5,0.2
N,STB,0.5,0.0
Y,스마트 STB,0.5,0.0
Y,UHD STB,0.4,0.0
N,AI2 STB,0.5,0.8
N,AI STB,0.1,0.1
Y,UHD STB,0.7,0.3
N,UHD STB,0.3,0.0
Y,UHD STB,0.4,0.0
N,UHD STB,0.2,0.2
N,UHD STB,0.4,0.03
N,스마트3 STB(Android),0.3,0.6
N,UHD STB,0.5,0.0
Y,UHD STB,0.5,0.0
N,UHD STB,0.4,0.0
N,판매 서라운드 STB,0.2,0.0
Y,STB,0.3,0.0
N,스마트 STB,0.4,0.0
N,AI2 STB,0.4,0.5
N,UHD STB,0.5,0.06
N,AI2 STB,0.2,0.8
N,AI2 STB,0.4,0.6
N,UHD STB,0.3,0.1
N,UHD STB,0.5,0.5
Y,스마트3 STB(Android),0.5,0.6
N,UHD STB,0.4,0.4
N,AI2 STB,0.6,0.6
N,AI STB,0.5,0.08
Y,UHD STB,0.4,0.0
N,스마트3 STB(Android),0.6,0.3
N,STB,0.4,0.0
N,AI2 STB,0.6,0.3
N,AI2 STB,0.5,0.5
N,스마트3 STB(Android),0.4,0.7
N,UHD STB,0.4,0.0
N,UHD STB,0.5,0.8
N,UHD STB,0.1,0.9
N,스마트3 STB(Android),0.6,0.5
N,스마트3 STB(Android),0.6,0.0
N,STB,0.5,0.0
Y,UHD STB,0.4,0.1
N,AI2 STB,0.6,0.5
N,UHD STB,0.6,0.0
N,AI2 STB,0.4,0.7
N,UHD STB,0.5,0.0
N,UHD STB,0.6,0.0
N,UHD STB,0.5,0.0
N,UHD STB,0.5,0.0
N,스마트3 STB(Android),0.3,0.0
N,UHD STB,0.5,0.0
N,STB,0.4,0.0
N,UHD STB,0.5,0.0
N,스마트3 STB(Android),0.5,0.4
N,UHD STB,0.5,0.0
N,UHD STB,0.3,0.0
N,스마트3 STB(Android),0.6,0.5
N,스마트2 STB,0.4,0.2
N,AI2 STB,0.2,0.8
N,AI STB,0.4,0.0
N,UHD STB,0.4,0.0
N,AI2 STB,0.3,0.8
N,STB,0.5,0.0
Y,STB,0.5,0.0
N,UHD STB,0.5,0.0
N,STB,0.7,0.0
N,AI STB,0.6,0.7
Y,UHD STB,0.5,0.0
N,스마트3 STB(Android),0.6,0.8
N,UHD STB,0.7,0.9
N,UHD STB,0.1,0.2
N,UHD STB,0.4,0.0
N,스마트2 STB,0.3,0.2
Y,UHD STB,0.6,0.0
N,UHD STB,0.3,0.1
N,UHD STB,0.4,0.0
Y,UHD STB,0.7,0.0
Y,UHD STB,0.4,0.0
N,UHD STB,0.4,0.1
N,UHD STB,0.4,0.0
N,UHD STB,0.5,0.0
N,UHD STB,0.4,0.0
N,UHD STB,0.4,0.0
N,UHD STB,0.4,0.5
N,UHD STB,0.5,0.0
N,STB,0.3,0.0
N,스마트3 STB(Android),0.5,0.9
N,AI2 STB,0.5,0.8
N,스마트2 STB,0.3,0.3
N,UHD STB,0.5,0.0
N,스마트3 STB(Android),0.4,0.4
N,스마트3 STB(Android),0.5,0.0
N,STB,0.6,0.0
N,UHD STB,0.3,0.0
N,스마트3 STB(Android),0.3,0.2
N,UHD STB,0.6,0.7
N,UHD STB,0.5,0.0
Y,UHD4 STB(AOSP),0.5,0.7
N,AI2 STB,0.4,0.3
N,AI STB,0.5,0.0
N,UHD STB,0.4,0.0
N,스마트3 STB(Android),0.6,0.5
N,AI2 STB,0.4,0.4
N,AI2 STB,0.4,0.3
N,STB,0.6,0.0
Y,UHD STB,0.7,0.0
N,STB,0.4,0.0
N,AI2 STB,0.7,0.4
Y,UHD STB,0.3,0.0
N,스마트3 STB(Android),0.4,0.0
Y,UHD STB,0.5,0.0
N,UHD STB,0.4,0.9
N,UHD STB,0.5,0.0
N,AI2 STB,0.3,0.0
N,STB,0.5,0.0
N,AI STB,0.4,0.0
N,UHD STB,0.5,0.0
N,UHD STB,0.5,0.0
Y,UHD STB,0.5,0.2
N,스마트3 STB(Android),0.6,0.6
N,스마트3 STB(Android),0.4,0.0
N,UHD STB,0.3,0.0
N,스마트3 STB(Android),0.6,0.5
N,스마트 STB,0.3,0.0
N,스마트3 STB(Android),0.5,0.8
N,STB,0.7,0.5
N,스마트3 STB(Android),0.3,0.4
Y,STB,0.5,0.0
N,스마트3 STB(Android),0.3,0.4
N,UHD STB,0.4,0.0
N,스마트 STB,0.4,1.0
Y,스마트3 STB(Android),0.6,0.0
N,STB,0.5,0.0
N,스마트3 STB(Android),0.3,0.5
N,AI STB,0.5,0.3
N,UHD STB,0.4,0.3
N,AI2 STB,0.3,0.4
N,STB,0.5,0.0
N,UHD STB,0.4,0.0
N,AI2 STB,0.5,0.3
N,UHD STB,0.4,0.0
Y,STB,0.4,0.0
Y,UHD STB,0.5,0.03
N,AI2 STB,0.3,0.5
N,스마트3 STB(Android),0.5,0.0
Y,STB,0.6,0.0
N,UHD STB,0.4,0.1
N,UHD STB,0.2,0.0
Y,UHD STB,0.5,0.0
N,UHD STB,0.5,0.0
N,AI STB,0.5,0.8
N,AI2 STB,0.4,0.0
N,AI2 STB,0.5,0.8
N,스마트3 STB(Android),0.5,0.0
N,STB,0.5,0.0
N,AI STB,0.5,0.03
Y,UHD STB,0.3,0.0
N,STB,0.5,0.0
N,AI2 STB,0.4,0.0
N,UHD STB,0.4,0.0
N,스마트3 STB(Android),0.3,0.5
N,STB,0.4,0.0
Y,스마트3 STB(Android),0.4,0.6
N,STB,0.4,0.0
Y,STB,0.5,0.0
N,AI2 STB,0.4,0.4
N,UHD STB,0.4,0.0
N,UHD STB,0.6,0.1
N,AI STB,0.3,0.2
N,UHD STB,0.5,0.0
N,UHD STB,0.3,0.0
N,UHD STB,0.7,0.06
N,AI2 STB,0.3,0.5
N,UHD STB,0.2,0.0
N,AI2 STB,0.3,0.9
N,UHD STB,0.4,0.0
N,UHD STB,0.3,0.0
N,스마트2 STB,0.5,0.2
Y,UHD STB,0.3,0.6
N,AI2 STB,0.5,0.8
N,UHD STB,0.5,0.0
N,UHD STB,0.4,0.0
Y,UHD STB,0.5,0.0
N,UHD STB,0.3,0.0
Y,스마트3 STB(Android),0.4,0.8
N,UHD STB,0.7,0.0
N,AI2 STB,0.3,0.4
N,UHD STB,0.5,0.0
Y,스마트2 STB,0.5,0.2
N,스마트3 STB(Android),0.3,0.9
N,AI2 STB,0.4,0.0
Y,스마트 STB,0.5,0.0
N,UHD STB,0.6,0.0
N,AI STB,0.3,0.0
N,UHD STB,0.6,0.0
N,UHD STB,0.5,0.0
N,스마트3 STB(Android),0.4,0.8
N,스마트3 STB(Android),0.4,0.0
N,UHD STB,0.3,0.0
N,UHD STB,0.3,0.0
Y,UHD STB,0.4,0.1
N,UHD STB,0.4,0.4
N,AI2 STB,0.3,0.6
N,스마트3 STB(Android),0.4,0.6
N,스마트3 STB(Android),0.5,0.6
N,UHD STB,0.5,0.0
N,UHD STB,0.5,0.0
Y,UHD STB,0.7,0.2
N,UHD STB,0.3,0.03
N,스마트2 STB,0.6,0.2
N,스마트3 STB(Android),0.3,0.9
Y,UHD STB,0.5,0.0
N,스마트 STB,0.6,0.0
Y,UHD STB,0.3,0.03
N,스마트 STB,0.3,0.0
N,STB,0.6,0.0
N,스마트3 STB(Android),0.6,0.0
N,UHD STB,0.2,0.08
Y,STB,0.5,0.0
Y,UHD STB,0.4,0.2
Y,UHD4 STB(AOSP),0.5,0.7
Y,UHD4 STB(AOSP),0.4,0.7
N,스마트2 STB,0.4,0.2
N,UHD STB,0.3,0.2
N,AI STB,0.3,0.1
N,UHD STB,0.4,0.0
N,스마트3 STB(Android),0.6,0.7
N,스마트2 STB,0.4,0.3
N,AI2 STB,0.3,0.7
N,AI STB,0.4,0.2
Y,UHD STB,0.4,0.0
N,UHD STB,0.2,0.0
N,UHD STB,0.5,0.0
N,STB,0.5,0.0
Y,UHD STB,0.4,0.0
N,스마트 STB,0.2,0.0
N,UHD STB,0.4,0.0
N,UHD STB,0.4,0.0
N,스마트3 STB(Android),0.5,0.0
N,스마트3 STB(Android),0.5,0.5
N,스마트 STB,0.5,0.0
N,UHD STB,0.4,0.0
N,UHD STB,0.6,0.0
N,스마트3 STB(Android),0.3,0.5
Y,UHD STB,0.6,0.6
N,스마트2 STB,0.6,0.3
N,UHD STB,0.3,0.6
Y,STB,0.5,0.0
Y,UHD STB,0.5,0.0
N,UHD STB,0.5,0.0
Y,UHD STB,0.6,0.0
Y,UHD STB,0.3,0.3
Y,STB,0.4,0.0
N,스마트 STB,0.6,0.0
N,UHD STB,0.4,0.1
N,UHD STB,0.6,0.0
N,UHD STB,0.5,0.0
N,AI2 STB,0.5,0.7
N,스마트2 STB,0.3,0.0
N,AI STB,0.3,0.1
Y,스마트3 STB(Android),0.4,0.8
Y,UHD STB,0.4,0.0
Y,스마트2 STB,0.6,0.2
Y,스마트3 STB(Android),0.4,0.9
Y,UHD STB,0.6,0.06
N,STB,0.4,0.4
N,스마트3 STB(Android),0.5,0.4
N,스마트 STB,0.5,0.0
N,UHD STB,0.4,0.06
N,STB,0.4,0.0
N,UHD STB,0.6,0.0
N,AI STB,0.5,0.08
N,AI2 STB,0.5,0.3
N,스마트3 STB(Android),0.4,0.6
N,스마트3 STB(Android),0.5,0.6
N,AI2 STB,0.3,0.6
N,스마트2 STB,0.6,0.0
N,UHD STB,0.4,0.0
N,UHD STB,0.4,0.03
N,UHD STB,0.5,0.0
N,STB,0.5,0.0
N,UHD STB,0.5,0.0
N,UHD STB,0.1,0.3
Y,UHD4 STB(AOSP),0.5,0.8
Y,스마트3 STB(Android),0.6,0.0
Y,UHD STB,0.5,0.3
N,AI STB,0.4,0.2
N,스마트3 STB(Android),0.4,0.5
N,UHD STB,0.4,0.06
N,스마트3 STB(Android),0.3,0.8
N,UHD STB,0.7,0.0
Y,UHD STB,0.6,0.0
Y,UHD4 STB(AOSP),0.4,0.0
N,스마트2 STB,0.3,0.2
N,스마트3 STB(Android),0.5,0.0
N,스마트 STB,0.7,0.0
N,스마트3 STB(Android),0.6,0.4
N,판매 서라운드 STB,0.4,0.0
N,스마트3 STB(Android),0.5,0.4
N,스마트2 STB,0.6,0.2
N,STB,0.5,0.0
N,UHD STB,0.5,0.0
N,UHD STB,0.5,0.0
Y,스마트3 STB(Android),0.3,0.2
N,UHD STB,0.5,0.5
N,AI STB,0.4,0.0
N,스마트3 STB(Android),0.3,0.0
N,STB,0.4,0.0
N,UHD STB,0.5,0.0
N,AI2 STB,0.4,0.8
N,AI2 STB,0.5,0.6
N,AI2 STB,0.3,0.7
N,UHD STB,0.4,0.06
N,AI STB,0.5,0.0
N,AI STB,0.4,0.0
N,UHD STB,0.4,0.0
N,UHD STB,0.5,0.06
N,AI2 STB,0.4,0.4
N,STB,0.4,0.0
Y,STB,0.6,0.0
Y,UHD4 STB(AOSP),0.5,0.6
Y,UHD STB,0.4,0.0
Y,UHD STB,0.4,0.0
N,UHD STB,0.5,0.0
Y,UHD STB,0.7,0.0
N,UHD STB,0.4,0.0
N,AI STB,0.4,0.08
N,UHD STB,0.8,0.3
N,AI2 STB,0.5,0.5
N,STB,0.5,0.0
N,AI2 STB,0.5,0.7
Y,UHD STB,0.5,0.0
N,스마트3 STB(Android),0.4,0.7
N,UHD4 STB(AOSP),0.4,0.6
N,스마트2 STB,0.4,0.3
N,AI STB,0.5,0.06
N,AI STB,0.5,0.1
N,AI STB,0.4,0.0
N,STB,0.4,0.0
N,AI2 STB,0.5,0.5
N,스마트3 STB(Android),0.4,0.3
N,AI STB,0.5,0.2
N,스마트3 STB(Android),0.4,0.5
N,AI2 STB,0.3,0.4
N,UHD STB,0.3,0.0
N,STB,0.4,0.0
N,AI2 STB,0.4,0.5
Y,스마트 STB,0.6,0.0
N,UHD STB,0.5,0.0
N,스마트3 STB(Android),0.6,0.8
N,UHD STB,0.6,0.0
N,스마트3 STB(Android),0.5,0.0
Y,AI2 STB,0.5,0.08
Y,UHD STB,0.5,0.08
N,AI STB,0.1,0.0
Y,UHD STB,0.4,0.4
N,스마트2 STB,0.5,0.3
N,STB,0.5,0.8
N,스마트3 STB(Android),0.4,0.2
N,STB,0.6,0.0
N,스마트 STB,0.7,0.0
N,스마트3 STB(Android),0.4,0.0
N,UHD STB,0.4,0.0
N,UHD STB,0.6,0.9
N,UHD STB,0.4,0.0
N,AI2 STB,0.5,0.8
N,UHD STB,0.3,0.0
N,스마트3 STB(Android),0.6,0.6
Y,스마트3 STB(Android),0.7,0.4
N,UHD STB,0.7,0.0
N,스마트3 STB(Android),0.5,0.8
Y,UHD STB,0.5,0.0
Y,UHD STB,0.5,0.08
Y,UHD STB,0.3,0.0
Y,스마트2 STB,0.5,0.0
N,스마트3 STB(Android),0.4,0.6
N,스마트3 STB(Android),0.5,0.5
N,스마트3 STB(Android),0.7,0.4
N,UHD STB,0.5,0.0
N,UHD STB,0.4,0.06
N,STB,0.5,0.0
Y,STB,0.2,0.0
N,스마트3 STB(Android),0.4,0.6
N,UHD STB,0.4,0.0
N,스마트3 STB(Android),0.6,0.5
N,스마트3 STB(Android),0.6,0.0
N,스마트3 STB(Android),0.3,0.6
N,스마트3 STB(Android),0.5,0.8
N,스마트3 STB(Android),0.5,0.4
Y,스마트3 STB(Android),0.3,0.9
Y,STB,0.5,0.0
Y,UHD STB,0.5,0.2
N,UHD STB,0.2,0.0
N,UHD STB,0.3,0.0
N,STB,0.5,0.0
N,AI STB,0.4,0.0
N,UHD STB,0.5,0.9
N,스마트3 STB(Android),0.4,0.0
N,UHD STB,0.4,0.7
N,AI2 STB,0.7,0.9
N,UHD STB,0.5,0.0
N,UHD STB,0.5,0.2
N,AI2 STB,0.3,0.5
N,UHD STB,0.4,0.0
N,AI2 STB,0.3,0.6
N,STB,0.2,0.0
N,UHD STB,0.2,0.0
N,스마트3 STB(Android),0.5,0.3
N,AI2 STB,0.2,0.8
N,스마트3 STB(Android),0.3,0.6
N,UHD STB,0.6,0.9
N,STB,0.4,0.0
N,스마트3 STB(Android),0.5,0.8
N,AI STB,0.5,0.0
N,AI STB,0.5,0.0
N,UHD STB,0.6,0.0
N,UHD STB,0.3,0.5
N,UHD STB,0.1,0.0
N,스마트3 STB(Android),0.4,0.0
N,AI2 Max STB,0.4,0.0
N,UHD STB,0.4,0.0
N,AI STB,0.5,0.0
N,스마트3 STB(Android),0.4,0.0
N,AI2 STB,0.5,0.7
N,AI2 STB,0.3,0.9
N,UHD STB,0.4,0.0
N,스마트3 STB(Android),0.3,0.5
Y,UHD4 STB(AOSP),0.4,0.0
N,판매 서라운드 STB,0.5,0.0
N,UHD STB,0.5,0.0
N,UHD STB,0.5,0.0
N,STB,0.5,0.0
N,STB,0.3,0.0
N,UHD STB,0.5,0.0
N,스마트3 STB(Android),0.3,0.5
N,스마트 STB,0.5,0.0
N,UHD STB,0.5,0.0
N,AI STB,0.3,0.0
N,AI STB,0.4,0.08
N,AI2 STB,0.4,0.8
N,AI2 STB,0.5,0.9
N,STB,0.3,0.0
Y,UHD STB,0.4,0.0
N,스마트3 STB(Android),0.4,0.0
N,스마트3 STB(Android),0.4,0.0
N,UHD4 STB(AOSP),0.4,0.7
Y,STB,0.7,0.08
Y,스마트3 STB(Android),0.5,0.8
N,UHD STB,0.5,0.9
N,AI STB,0.4,0.0
Y,UHD STB,0.3,0.4
N,UHD STB,0.5,0.0
Y,스마트3 STB(Android),0.6,0.1
N,스마트3 STB(Android),0.3,0.6
N,스마트3 STB(Android),0.4,0.8
N,UHD STB,0.3,0.08
N,AI2 STB,0.5,0.5
N,스마트3 STB(Android),0.4,0.0
N,UHD STB,0.5,0.0
N,STB,0.6,0.0
Y,스마트3 STB(Android),0.4,0.0
N,STB,0.5,0.0
N,UHD STB,0.4,0.0
N,AI2 STB,0.4,0.3
N,AI2 STB,0.3,0.5
N,UHD STB,0.4,0.0
Y,UHD STB,0.5,0.0
N,UHD STB,0.3,0.0
N,스마트3 STB(Android),0.5,0.5
Y,STB,0.5,0.0
N,AI2 STB,0.3,0.3
Y,스마트3 STB(Android),0.4,0.0
N,STB,0.3,0.0
N,UHD STB,0.3,0.0
N,AI2 STB,0.5,0.8
N,UHD STB,0.4,0.0
N,AI STB,0.5,0.0
N,UHD4 STB(AOSP),0.6,0.7
N,스마트3 STB(Android),0.3,0.4
Y,UHD4 STB(AOSP),0.5,0.6
N,STB,0.5,0.9
N,스마트3 STB(Android),0.4,0.6
N,STB,0.7,0.0
N,스마트3 STB(Android),0.2,0.6
N,UHD STB,0.4,0.0
N,UHD STB,0.4,0.8
N,UHD STB,0.5,0.0
Y,스마트3 STB(Android),0.3,0.9
N,AI STB,0.6,0.0
N,스마트 STB,0.6,0.0
N,AI STB,0.5,0.4
N,STB,0.5,0.0
N,UHD STB,0.4,0.0
N,스마트3 STB(Android),0.5,0.4
N,STB,0.6,0.0
N,스마트 STB,0.4,0.0
N,UHD STB,0.1,0.7
N,스마트 STB,0.5,0.0
Y,UHD STB,0.5,0.2
N,스마트2 STB,0.5,0.3
N,스마트2 STB,0.5,0.2
N,스마트2 STB,0.3,0.2
N,STB,0.5,0.0
N,AI2 STB,0.5,0.8
Y,스마트3 STB(Android),0.5,0.0
N,STB,0.2,0.0
N,AI2 STB,0.4,0.0
N,UHD STB,0.4,0.0
N,AI2 STB,0.4,0.5
N,AI STB,0.4,0.03
N,UHD STB,0.3,0.0
N,STB,0.5,0.0
N,AI2 STB,0.5,0.6
N,AI2 STB,0.5,0.4
N,UHD STB,0.1,0.06
N,STB,0.4,0.0
N,UHD STB,0.2,0.0
N,STB,0.3,0.0
N,스마트3 STB(Android),0.6,0.2
N,UHD STB,0.4,0.0
N,UHD STB,0.5,0.0
N,UHD STB,0.6,0.0
N,AI2 STB,0.6,0.8
N,AI2 STB,0.4,0.4
Y,UHD STB,0.4,0.0
N,UHD STB,0.4,0.0
Y,UHD STB,0.4,0.0
Y,UHD STB,0.6,0.5
N,스마트2 STB,0.3,0.2
N,UHD STB,0.5,0.06
N,UHD STB,0.3,0.0
N,STB,0.4,0.0
N,STB,0.6,0.5
N,AI STB,0.4,0.0
N,스마트2 STB,0.5,0.5
N,AI STB,0.4,0.2
N,UHD STB,0.3,0.9
N,UHD STB,0.5,0.0
N,UHD STB,0.4,0.0
N,AI2 STB,0.4,0.7
Y,AI2 STB,0.2,0.8
N,UHD STB,0.4,0.0
N,UHD STB,0.4,0.0
N,스마트3 STB(Android),0.5,0.5
N,스마트3 STB(Android),0.5,0.0
N,스마트3 STB(Android),0.6,0.8
N,UHD STB,0.4,0.0
Y,UHD STB,0.5,0.03
N,스마트3 STB(Android),0.3,0.4
N,UHD STB,0.4,0.0
N,AI STB,0.5,0.7
N,UHD STB,0.5,0.0
N,UHD STB,0.5,0.0
N,UHD STB,0.6,0.0
N,스마트3 STB(Android),0.6,0.0
N,UHD STB,0.5,0.0
Y,STB,0.5,0.0
N,UHD STB,0.5,0.8
N,UHD STB,0.6,0.0
N,UHD STB,0.5,0.0
Y,스마트3 STB(Android),0.5,0.8
N,스마트3 STB(Android),0.3,0.8
N,UHD STB,0.6,0.0
N,UHD STB,0.5,0.1
Y,UHD STB,0.6,0.7
N,UHD STB,0.4,0.0
N,UHD STB,0.3,0.4
Y,스마트3 STB(Android),0.5,0.1
N,스마트3 STB(Android),0.4,0.4
N,UHD STB,0.4,0.0
N,스마트3 STB(Android),0.5,0.4
N,UHD STB,0.6,0.08
N,UHD STB,0.5,0.2
Y,UHD4 STB(AOSP),0.5,0.0
N,UHD STB,0.4,0.0
Y,UHD STB,0.5,0.5
N,UHD STB,0.3,0.0
N,UHD STB,0.7,0.8
N,UHD STB,0.3,0.0
N,스마트3 STB(Android),0.3,0.9
N,AI STB,0.5,0.4
N,AI STB,0.4,0.06
N,UHD STB,0.6,0.0
N,AI2 STB,0.6,0.8
N,STB,0.3,0.0
N,AI STB,0.4,0.3
Y,STB,0.5,0.0
N,스마트3 STB(Android),0.3,0.0
N,AI2 STB,0.5,0.8
Y,UHD STB,0.5,0.0
N,STB,0.5,0.0
N,AI2 STB,0.1,0.5
Y,UHD STB,0.6,0.0
N,STB,0.6,0.0
Y,UHD STB,0.4,0.9
Y,UHD STB,0.5,0.6
N,UHD STB,0.3,0.8
N,AI2 STB,0.4,0.0
Y,UHD4 STB(AOSP),0.4,0.6
N,UHD4 STB(AOSP),0.4,0.8
N,UHD STB,0.3,0.0
Y,UHD STB,0.4,0.0
N,스마트3 STB(Android),0.5,0.6
N,UHD STB,0.4,0.0
N,UHD STB,0.6,0.0
N,스마트3 STB(Android),0.5,0.6
N,UHD STB,0.4,0.0
N,AI2 STB,0.6,0.4
Y,스마트2 STB,0.3,0.2
N,STB,0.5,0.0
N,AI2 STB,0.4,0.6
N,스마트 STB,0.5,0.0
Y,스마트3 STB(Android),0.5,0.9
N,스마트3 STB(Android),0.5,0.06
Y,UHD STB,0.7,0.0
N,AI2 STB,0.5,0.8
N,UHD STB,0.5,0.7
N,STB,0.5,0.0
N,AI2 STB,0.5,0.4
N,AI2 STB,0.6,0.6
N,UHD STB,0.4,0.0
N,AI STB,0.5,0.0
N,UHD4 STB(AOSP),0.4,0.7
N,UHD STB,0.6,0.0
N,UHD STB,0.4,0.03
Y,UHD STB,0.5,0.0
Y,UHD STB,0.4,0.0
Y,스마트 STB,0.7,0.0
N,AI STB,0.6,0.7
N,스마트 STB,0.2,0.0
N,AI2 STB,0.6,0.7
N,AI STB,0.4,0.0
N,UHD STB,0.6,0.0
N,스마트3 STB(Android),0.4,0.0
Y,UHD STB,0.6,0.0
N,UHD STB,0.4,0.0
N,UHD STB,0.5,0.2
Y,STB,0.2,0.06
N,UHD STB,0.5,0.0
Y,스마트3 STB(Android),0.5,0.0
N,AI2 STB,0.4,0.5
N,스마트3 STB(Android),0.5,0.4
N,AI2 STB,0.3,0.5
N,AI2 STB,0.5,0.7
N,STB,0.5,0.0
N,AI2 STB,0.4,0.6
N,스마트3 STB(Android),0.4,0.0
N,UHD STB,0.5,0.0
N,AI STB,0.5,0.2
N,UHD STB,0.6,0.8
Y,UHD4 STB(AOSP),0.6,0.6
Y,UHD STB,0.4,0.2
N,스마트3 STB(Android),0.5,0.7
N,AI2 STB,0.5,0.4
N,STB,0.6,0.0
N,AI2 STB,0.4,0.1
N,UHD STB,0.5,0.0
N,UHD STB,0.5,0.0
N,스마트3 STB(Android),0.4,0.0
N,스마트3 STB(Android),0.3,0.8
N,스마트3 STB(Android),0.5,0.6
Y,스마트3 STB(Android),0.6,0.8
N,스마트 STB,0.6,0.0
Y,UHD STB,0.5,0.0
N,UHD4 STB(AOSP),0.5,0.7
N,UHD STB,0.3,0.2
N,STB,0.6,0.0
Y,스마트3 STB(Android),0.6,0.4
N,UHD4 STB(AOSP),0.5,0.0
N,스마트3 STB(Android),0.4,0.0
N,스마트3 STB(Android),0.4,0.3
Y,UHD STB,0.6,0.0
Y,스마트 STB,0.6,0.0
N,판매 서라운드 STB,0.4,0.0
N,AI2 STB,0.3,0.8
N,AI STB,0.6,0.0
N,UHD STB,0.6,0.1
N,스마트 STB,0.6,0.03
Y,UHD STB,0.5,0.0
N,UHD STB,0.3,0.06
N,UHD STB,0.4,0.0
N,AI2 STB,0.4,0.5
N,스마트3 STB(Android),0.5,0.6
N,AI STB,0.4,0.0
N,AI2 STB,0.5,0.6
Y,UHD4 STB(AOSP),0.2,0.6
N,UHD STB,0.5,0.0
